Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
5FU	3	1	2	20	53	38
5FU	3	1	2	20	53	27
5FU	3	1	2	20	35	22
5FU	3	1	2	20	74	35
5FU	3	1	2	20	28	14
5FU	3	1	2	20	34	11
5FU	3	1	2	20	47	34
5FU	3	1	2	20	41	36
5FU	3	1	2	50	22	16
5FU	3	1	2	50	14	10
5FU	3	1	2	50	15	33
5FU	3	1	2	50	1	12
5FU	3	1	2	50	3	11
5FU	3	1	2	50	13	32
5FU	3	1	2	50	46	33
5FU	3	1	2	50	24	9
5FU	3	1	2	50	8	5
5FU	3	1	3	1	43	55
5FU	3	1	3	1	41	32
5FU	3	1	3	1	55	45
5FU	3	1	3	1	35	32
5FU	3	1	3	1	28	28
5FU	3	1	3	1	58	36
5FU	3	1	3	1	49	50
5FU	3	1	3	1	34	31
5FU	3	1	3	1	36	37
5FU	3	1	3	10	35	31
5FU	3	1	3	10	37	42
5FU	3	1	3	10	23	29
5FU	3	1	3	10	25	36
5FU	3	1	3	10	18	38
5FU	3	1	3	10	22	31
5FU	3	1	3	10	29	47
5FU	3	1	3	10	37	40
5FU	3	1	3	10	42	37
5FU	3	1	3	20	5	4
5FU	3	1	3	20	12	19
5FU	3	1	3	20	14	14
5FU	3	1	3	20	7	16
5FU	3	1	3	20	6	13
5FU	3	1	3	20	13	27
5FU	3	1	3	20	25	26
5FU	3	1	3	20	10	12
5FU	3	1	3	20	9	5
5FU	3	1	3	50	2	1
5FU	3	1	3	50	9	10
5FU	3	1	3	50	7	5
5FU	3	1	3	50	22	9
5FU	3	1	3	50	30	8
5FU	3	1	3	50	41	17
5FU	3	1	3	50	27	15
5FU	3	1	3	50	29	15
5FU	3	1	3	50	29	15
5FU	3	1	4	1	34	29
5FU	3	1	4	1	40	34
5FU	3	1	4	1	32	32
5FU	3	1	4	1	39	39
5FU	3	1	4	1	45	36
5FU	3	1	4	1	33	28
5FU	3	1	4	1	38	37
5FU	3	1	4	1	48	39
5FU	3	1	4	10	42	31
5FU	3	1	4	10	33	19
5FU	3	1	4	10	55	26
5FU	3	1	4	10	8	5
5FU	3	1	4	10	7	6
5FU	3	1	4	10	13	6
5FU	3	1	4	10	10	5
5FU	3	1	4	10	3	4
5FU	3	1	4	20	52	53
5FU	3	1	4	20	37	34
5FU	3	1	4	20	46	44
5FU	3	1	4	20	71	56
5FU	3	1	4	20	41	37
5FU	3	1	4	20	40	27
5FU	3	1	4	20	46	41
5FU	3	1	4	20	36	28
5FU	3	1	4	50	33	21
5FU	3	1	4	50	43	32
5FU	3	1	4	50	35	30
5FU	3	1	4	50	30	26
5FU	3	1	4	50	39	22
5FU	3	1	4	50	47	24
5FU	3	1	4	50	41	40
5FU	3	1	4	50	37	24
5FU	3	1	4	50	37	28
5FU	3	2	2	50	51	14
5FU	3	2	2	50	26	8
5FU	3	2	2	50	53	23
5FU	3	2	2	50	33	16
5FU	3	2	2	50	37	18
5FU	3	2	2	50	35	14
5FU	3	2	2	50	24	23
5FU	3	2	2	50	17	10
5FU	3	2	2	50	15	10
5FU	3	2	3	50	17	15
5FU	3	2	3	50	25	24
5FU	3	2	3	50	13	18
5FU	3	2	3	50	14	26
5FU	3	2	3	50	12	10
5FU	3	2	3	50	4	8
5FU	3	2	3	50	2	6
5FU	3	2	3	50	2	4
5FU	3	2	3	50	60	56
5FU	3	2	4	1	26	17
5FU	3	2	4	1	40	31
5FU	3	2	4	1	40	28
5FU	3	2	4	1	26	16
5FU	3	2	4	1	31	17
5FU	3	2	4	1	42	24
5FU	3	2	4	1	29	14
5FU	3	2	4	1	39	31
5FU	3	2	4	1	39	23
5FU	3	2	4	10	16	6
5FU	3	2	4	10	22	7
5FU	3	2	4	10	34	20
5FU	3	2	4	10	22	15
5FU	3	2	4	10	31	20
5FU	3	2	4	10	31	17
5FU	3	2	4	10	36	26
5FU	3	2	4	10	35	18
5FU	3	2	4	20	34	28
5FU	3	2	4	20	28	22
5FU	3	2	4	20	17	20
5FU	3	2	4	20	19	24
5FU	3	2	4	20	31	28
5FU	3	2	4	20	34	28
5FU	3	2	4	20	49	43
5FU	3	2	4	20	38	25
5FU	3	2	4	50	31	25
5FU	3	2	4	50	28	21
5FU	3	2	4	50	20	21
5FU	3	2	4	50	27	19
5FU	3	2	4	50	16	20
5FU	3	2	4	50	26	23
5FU	3	2	4	50	18	20
5FU	3	2	4	50	15	20
5FU	3	2	4	50	32	26
Control	3	1	0	0	18	52
Control	3	1	0	0	19	55
Control	3	1	0	0	15	62
Control	3	1	0	0	15	50
Control	3	1	0	0	16	50
Control	3	1	0	0	20	51
Control	3	1	0	0	6	44
Control	3	1	0	0	36	60
Control	3	1	0	0	37	65
Control	3	1	1	0	12	34
Control	3	1	1	0	10	49
Control	3	1	1	0	7	22
Control	3	1	1	0	14	17
Control	3	1	1	0	17	38
Control	3	1	1	0	20	35
Control	3	1	1	0	31	46
Control	3	1	1	0	25	37
Control	3	1	2	0	48	37
Control	3	1	2	0	34	45
Control	3	1	2	0	31	50
Control	3	1	2	0	49	52
Control	3	1	2	0	34	35
Control	3	1	2	0	63	46
Control	3	1	2	0	65	41
Control	3	1	2	0	36	36
Control	3	1	2	0	41	39
Control	3	1	4	0	31	26
Control	3	1	4	0	37	35
Control	3	1	4	0	32	38
Control	3	1	4	0	5	14
Control	3	1	4	0	2	10
Control	3	1	4	0	10	20
Control	3	1	4	0	15	21
Control	3	1	4	0	16	26
Control	3	1	4	0	23	28
Control	3	2	2	0	38	41
Control	3	2	2	0	15	31
Control	3	2	2	0	25	40
Control	3	2	2	0	29	40
Control	3	2	2	0	39	53
Control	3	2	2	0	29	37
Control	3	2	2	0	47	43
Control	3	2	2	0	38	51
Control	3	2	2	0	35	34
Control	3	2	3	0	8	39
Control	3	2	3	0	14	21
Control	3	2	3	0	15	40
Control	3	2	3	0	7	22
Control	3	2	3	0	6	17
Control	3	2	3	0	10	32
Control	3	2	3	0	9	17
Control	3	2	3	0	12	28
Control	3	2	4	0	24	23
Control	3	2	4	0	46	43
Control	3	2	4	0	30	42
Control	3	2	4	0	45	45
Control	3	2	4	0	25	28
Control	3	2	4	0	12	26
Control	3	2	4	0	10	20
Control	3	2	4	0	16	14
Control	3	2	4	0	18	28
5FU	4	1	4	1	15	15
5FU	4	1	4	1	2	5
5FU	4	1	4	1	16	10
5FU	4	1	4	1	11	10
5FU	4	1	4	1	30	41
5FU	4	1	4	1	52	53
5FU	4	1	4	1	8	13
5FU	4	1	4	1	16	25
5FU	4	1	4	10	115	88
5FU	4	1	4	10	64	59
5FU	4	1	4	10	54	58
5FU	4	1	4	10	20	26
5FU	4	1	4	10	12	25
5FU	4	1	4	10	2	7
5FU	4	1	4	10	7	7
5FU	4	1	4	10	9	9
5FU	4	1	4	20	78	88
5FU	4	1	4	20	76	81
5FU	4	1	4	20	64	86
5FU	4	1	4	20	52	58
5FU	4	1	4	20	25	38
5FU	4	1	4	20	45	49
5FU	4	1	4	20	22	27
5FU	4	1	4	20	40	21
5FU	4	1	4	50	8	2
5FU	4	1	4	50	4	18
5FU	4	1	4	50	8	12
5FU	4	1	4	50	22	37
5FU	4	1	4	50	11	18
5FU	4	1	4	50	14	23
5FU	4	1	4	50	42	54
5FU	4	1	4	50	59	95
5FU	4	2	4	1	62	51
5FU	4	2	4	1	19	29
5FU	4	2	4	1	33	42
5FU	4	2	4	1	8	17
5FU	4	2	4	1	14	9
5FU	4	2	4	1	4	14
5FU	4	2	4	1	41	17
5FU	4	2	4	10	37	53
5FU	4	2	4	10	18	22
5FU	4	2	4	10	31	36
5FU	4	2	4	10	16	28
5FU	4	2	4	10	14	31
5FU	4	2	4	10	22	41
5FU	4	2	4	10	24	46
5FU	4	2	4	20	84	97
5FU	4	2	4	20	74	81
5FU	4	2	4	20	7	10
5FU	4	2	4	20	72	118
5FU	4	2	4	20	58	72
5FU	4	2	4	20	56	60
5FU	4	2	4	20	45	45
5FU	4	2	4	20	22	16
5FU	4	2	4	20	24	12
5FU	4	2	4	50	22	29
5FU	4	2	4	50	105	116
5FU	4	2	4	50	81	95
5FU	4	2	4	50	30	27
5FU	4	2	4	50	22	33
5FU	4	2	4	50	79	106
5FU	4	2	4	50	47	39
Control	4	1	0	0	128	140
Control	4	1	0	0	84	95
Control	4	1	0	0	100	106
Control	4	1	0	0	22	31
Control	4	1	0	0	48	87
Control	4	1	0	0	105	153
Control	4	1	0	0	98	99
Control	4	1	0	0	177	189
Control	4	1	4	0	42	55
Control	4	1	4	0	20	29
Control	4	1	4	0	53	50
Control	4	1	4	0	37	46
Control	4	1	4	0	45	40
Control	4	1	4	0	7	12
Control	4	1	4	0	15	14
Control	4	1	4	0	28	17
Control	4	2	4	0	84	125
Control	4	2	4	0	52	88
Control	4	2	4	0	77	116
Control	4	2	4	0	82	141
Control	4	2	4	0	76	116
Control	4	2	4	0	70	113
Control	4	2	4	0	63	110
Control	4	2	4	0	76	133
Control	4	2	4	0	65	91
5FU	5	1	4	1	25	28
5FU	5	1	4	1	33	40
5FU	5	1	4	1	38	45
5FU	5	1	4	1	41	45
5FU	5	1	4	1	48	52
5FU	5	1	4	1	16	32
5FU	5	1	4	10	37	38
5FU	5	1	4	10	16	20
5FU	5	1	4	10	31	28
5FU	5	1	4	10	17	26
5FU	5	1	4	10	8	23
5FU	5	1	4	10	29	26
5FU	5	1	4	10	21	19
5FU	5	1	4	50	41	46
5FU	5	1	4	50	30	34
5FU	5	1	4	50	48	44
5FU	5	1	4	50	42	35
5FU	5	1	4	50	39	53
5FU	5	1	4	50	45	59
5FU	5	2	4	1	32	40
5FU	5	2	4	1	18	26
5FU	5	2	4	1	27	40
5FU	5	2	4	1	42	34
5FU	5	2	4	1	40	43
5FU	5	2	4	1	42	51
5FU	5	2	4	1	41	55
5FU	5	2	4	10	32	34
5FU	5	2	4	10	41	64
5FU	5	2	4	10	37	51
5FU	5	2	4	10	56	80
5FU	5	2	4	10	56	61
5FU	5	2	4	10	46	44
5FU	5	2	4	10	24	21
5FU	5	2	4	10	20	20
5FU	5	2	4	10	25	35
5FU	5	2	4	20	24	38
5FU	5	2	4	20	37	45
5FU	5	2	4	20	38	44
5FU	5	2	4	20	30	23
5FU	5	2	4	20	34	35
5FU	5	2	4	20	22	19
5FU	5	2	4	20	38	40
5FU	5	2	4	50	25	33
5FU	5	2	4	50	31	35
5FU	5	2	4	50	50	48
5FU	5	2	4	50	39	36
5FU	5	2	4	50	46	44
5FU	5	2	4	50	49	55
5FU	5	2	4	50	44	39
5FU	5	2	4	50	37	28
Control	5	1	0	0	93	128
Control	5	1	0	0	107	157
Control	5	1	0	0	101	154
Control	5	1	0	0	103	162
Control	5	1	0	0	133	159
Control	5	1	0	0	112	148
Control	5	1	0	0	108	138
Control	5	1	0	0	128	158
Control	5	1	4	0	35	36
Control	5	1	4	0	26	30
Control	5	1	4	0	17	23
Control	5	1	4	0	21	22
Control	5	1	4	0	59	86
Control	5	1	4	0	31	32
Control	5	1	4	0	56	68
Control	5	1	4	0	30	35
Control	5	1	4	0	38	45
Control	5	2	4	0	25	47
Control	5	2	4	0	29	39
Control	5	2	4	0	43	42
Control	5	2	4	0	22	30
Control	5	2	4	0	30	45
Control	5	2	4	0	34	46
Control	5	2	4	0	38	46
Control	5	2	4	0	21	16
5FU	8	1	4	50	100	52
5FU	8	1	4	50	52	20
5FU	8	1	4	50	63	33
5FU	8	1	4	50	77	43
5FU	8	1	4	50	83	36
5FU	8	1	4	50	113	72
5FU	8	1	4	50	103	88
5FU	8	1	4	50	122	113
5FU	8	1	4	50	106	83
5FU	8	2	4	50	98	95
5FU	8	2	4	50	119	97
5FU	8	2	4	50	113	102
5FU	8	2	4	50	127	80
5FU	8	2	4	50	72	35
5FU	8	2	4	50	106	48
5FU	8	2	4	50	104	67
5FU	8	2	4	50	79	42
5FU	8	2	4	50	38	9
Control	8	1	4	0	124	201
Control	8	1	4	0	91	137
Control	8	1	4	0	57	64
Control	8	1	4	0	75	180
Control	8	1	4	0	34	61
Control	8	1	4	0	71	166
Control	8	1	4	0	59	134
Control	8	1	4	0	128	178
Control	8	1	4	0	141	61
Control	8	1	4	0	133	61
Control	8	1	4	0	169	101
Control	8	1	4	0	162	62
Control	8	1	4	0	191	108
Control	8	1	4	0	210	107
Control	8	1	4	0	190	76
Control	8	1	4	0	175	113
Control	8	1	4	0	200	107
Control	8	2	4	0	7	106
Control	8	2	4	0	5	96
Control	8	2	4	0	7	87
Control	8	2	4	0	1	92
Control	8	2	4	0	7	118
Control	8	2	4	0	9	124
Control	8	2	4	0	15	130
Control	8	2	4	0	11	130
Control	8	2	4	0	74	166
Control	8	2	4	0	108	70
Control	8	2	4	0	103	41
Control	8	2	4	0	119	56
Control	8	2	4	0	86	47
Control	8	2	4	0	119	29
Control	8	2	4	0	86	29
Control	8	2	4	0	64	26
Control	8	2	4	0	39	13
