Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
Paclitaxel	4	1	1	1	34	47
Paclitaxel	4	1	1	1	38	60
Paclitaxel	4	1	1	1	38	44
Paclitaxel	4	1	1	1	33	49
Paclitaxel	4	1	1	1	30	53
Paclitaxel	4	1	1	1	24	48
Paclitaxel	4	1	1	1	29	46
Paclitaxel	4	1	1	1	28	49
Paclitaxel	4	1	1	10	30	9
Paclitaxel	4	1	1	10	27	7
Paclitaxel	4	1	1	10	30	11
Paclitaxel	4	1	1	10	36	20
Paclitaxel	4	1	1	10	35	11
Paclitaxel	4	1	1	10	33	21
Paclitaxel	4	1	1	10	20	17
Paclitaxel	4	1	1	10	24	17
Paclitaxel	4	1	1	10	29	21
Paclitaxel	4	1	1	20	58	44
Paclitaxel	4	1	1	20	59	45
Paclitaxel	4	1	1	20	65	37
Paclitaxel	4	1	1	20	37	47
Paclitaxel	4	1	1	20	62	44
Paclitaxel	4	1	1	20	37	30
Paclitaxel	4	1	1	20	47	28
Paclitaxel	4	1	1	20	41	39
Paclitaxel	4	1	1	50	5	5
Paclitaxel	4	1	1	50	11	3
Paclitaxel	4	1	1	50	10	6
Paclitaxel	4	1	1	50	9	3
Paclitaxel	4	1	1	50	12	3
Paclitaxel	4	1	1	50	6	1
Paclitaxel	4	1	1	50	12	3
Paclitaxel	4	1	1	50	6	3
Paclitaxel	4	1	2	1	5	22
Paclitaxel	4	1	2	1	7	23
Paclitaxel	4	1	2	1	6	24
Paclitaxel	4	1	2	1	8	29
Paclitaxel	4	1	2	1	21	47
Paclitaxel	4	1	2	1	17	38
Paclitaxel	4	1	2	1	10	21
Paclitaxel	4	1	2	1	14	21
Paclitaxel	4	1	2	10	6	3
Paclitaxel	4	1	2	10	5	3
Paclitaxel	4	1	2	10	5	5
Paclitaxel	4	1	2	10	8	2
Paclitaxel	4	1	2	10	15	6
Paclitaxel	4	1	2	10	15	6
Paclitaxel	4	1	2	10	16	6
Paclitaxel	4	1	2	10	14	9
Paclitaxel	4	1	2	10	15	9
Paclitaxel	4	1	2	20	12	16
Paclitaxel	4	1	2	20	17	19
Paclitaxel	4	1	2	20	26	18
Paclitaxel	4	1	2	20	36	17
Paclitaxel	4	1	2	20	38	21
Paclitaxel	4	1	2	20	34	24
Paclitaxel	4	1	2	20	19	22
Paclitaxel	4	1	2	20	14	17
Paclitaxel	4	1	2	50	15	4
Paclitaxel	4	1	2	50	17	4
Paclitaxel	4	1	2	50	7	1
Paclitaxel	4	1	2	50	9	1
Paclitaxel	4	1	2	50	10	2
Paclitaxel	4	1	2	50	11	1
Paclitaxel	4	1	2	50	8	3
Paclitaxel	4	1	2	50	9	3
Paclitaxel	4	1	2	50	13	3
Paclitaxel	4	1	3	1	14	11
Paclitaxel	4	1	3	1	9	6
Paclitaxel	4	1	3	1	22	11
Paclitaxel	4	1	3	1	24	15
Paclitaxel	4	1	3	1	18	14
Paclitaxel	4	1	3	1	18	16
Paclitaxel	4	1	3	1	23	25
Paclitaxel	4	1	3	1	6	11
Paclitaxel	4	1	3	1	10	7
Paclitaxel	4	1	3	10	8	2
Paclitaxel	4	1	3	10	14	5
Paclitaxel	4	1	3	10	35	8
Paclitaxel	4	1	3	10	41	5
Paclitaxel	4	1	3	10	46	7
Paclitaxel	4	1	3	10	50	7
Paclitaxel	4	1	3	10	60	4
Paclitaxel	4	1	3	10	67	10
Paclitaxel	4	1	3	10	66	5
Paclitaxel	4	1	3	20	46	7
Paclitaxel	4	1	3	20	35	12
Paclitaxel	4	1	3	20	23	8
Paclitaxel	4	1	3	20	30	8
Paclitaxel	4	1	3	20	33	5
Paclitaxel	4	1	3	20	31	9
Paclitaxel	4	1	3	20	33	7
Paclitaxel	4	1	3	20	21	9
Paclitaxel	4	1	3	20	29	9
Paclitaxel	4	1	3	50	21	2
Paclitaxel	4	1	3	50	16	2
Paclitaxel	4	1	3	50	11	1
Paclitaxel	4	1	3	50	9	2
Paclitaxel	4	1	3	50	8	3
Paclitaxel	4	1	3	50	7	1
Paclitaxel	4	1	3	50	6	2
Paclitaxel	4	1	3	50	10	2
Paclitaxel	4	1	3	50	8	1
Paclitaxel	4	2	1	10	9	6
Paclitaxel	4	2	1	10	6	10
Paclitaxel	4	2	1	10	10	14
Paclitaxel	4	2	1	10	15	11
Paclitaxel	4	2	1	10	17	11
Paclitaxel	4	2	1	10	14	15
Paclitaxel	4	2	1	10	13	14
Paclitaxel	4	2	1	10	15	12
Paclitaxel	4	2	1	20	10	18
Paclitaxel	4	2	1	20	11	20
Paclitaxel	4	2	1	20	15	21
Paclitaxel	4	2	1	20	15	24
Paclitaxel	4	2	1	20	19	24
Paclitaxel	4	2	1	20	36	38
Paclitaxel	4	2	1	20	22	26
Paclitaxel	4	2	1	20	21	20
Paclitaxel	4	2	2	10	15	11
Paclitaxel	4	2	2	10	13	10
Paclitaxel	4	2	2	10	21	18
Paclitaxel	4	2	2	10	18	14
Paclitaxel	4	2	2	10	13	11
Paclitaxel	4	2	2	10	18	7
Paclitaxel	4	2	2	10	5	5
Paclitaxel	4	2	2	10	12	6
Paclitaxel	4	2	2	20	19	10
Paclitaxel	4	2	2	20	14	16
Paclitaxel	4	2	2	20	15	7
Paclitaxel	4	2	2	20	20	7
Paclitaxel	4	2	2	20	13	6
Paclitaxel	4	2	2	20	17	11
Paclitaxel	4	2	2	20	16	8
Paclitaxel	4	2	2	20	16	3
Paclitaxel	4	2	2	20	17	9
Paclitaxel	4	2	2	50	42	10
Paclitaxel	4	2	2	50	31	10
Paclitaxel	4	2	2	50	20	8
Paclitaxel	4	2	2	50	43	7
Paclitaxel	4	2	2	50	19	5
Paclitaxel	4	2	2	50	31	3
Paclitaxel	4	2	2	50	20	2
Paclitaxel	4	2	2	50	14	5
Paclitaxel	4	2	3	1	47	7
Paclitaxel	4	2	3	1	57	7
Paclitaxel	4	2	3	1	62	12
Paclitaxel	4	2	3	1	46	23
Paclitaxel	4	2	3	1	8	5
Paclitaxel	4	2	3	1	8	2
Paclitaxel	4	2	3	1	5	4
Paclitaxel	4	2	3	1	14	5
Paclitaxel	4	2	3	10	16	2
Paclitaxel	4	2	3	10	16	4
Paclitaxel	4	2	3	10	18	2
Paclitaxel	4	2	3	10	13	5
Paclitaxel	4	2	3	10	4	4
Control	7	1	0	0	21	174
Control	7	1	0	0	28	135
Control	7	1	0	0	23	111
Control	7	1	0	0	18	109
Control	7	1	0	0	13	114
Control	7	1	0	0	12	125
Control	7	1	0	0	18	147
Control	7	1	0	0	17	129
Control	7	1	0	0	19	139
Control	7	1	1	0	16	33
Control	7	1	1	0	9	35
Control	7	1	1	0	10	33
Control	7	1	1	0	23	36
Control	7	1	1	0	12	32
Control	7	1	1	0	16	36
Control	7	1	1	0	13	32
Control	7	1	1	0	9	21
Control	7	1	1	0	6	21
Control	7	1	2	0	55	42
Control	7	1	2	0	29	26
Control	7	1	2	0	18	27
Control	7	1	2	0	24	22
Control	7	1	2	0	16	35
Control	7	1	2	0	14	25
Control	7	1	2	0	9	17
Control	7	1	2	0	10	16
Control	7	1	2	0	21	22
Control	7	1	3	0	18	24
Control	7	1	3	0	30	31
Control	7	1	3	0	22	24
Control	7	1	3	0	25	28
Control	7	1	3	0	22	25
Control	7	1	3	0	25	24
Control	7	1	3	0	9	27
Control	7	1	3	0	28	34
Control	7	1	3	0	21	29
Control	7	1	4	0	12	10
Control	7	1	4	0	7	5
Control	7	1	4	0	6	5
Control	7	1	4	0	13	7
Control	7	1	4	0	7	4
Control	7	1	4	0	2	6
Control	7	1	4	0	4	3
Control	7	1	4	0	3	8
Control	7	1	4	0	5	4
Control	7	2	0	0	64	146
Control	7	2	0	0	60	118
Control	7	2	0	0	67	115
Control	7	2	0	0	78	121
Control	7	2	0	0	68	129
Control	7	2	0	0	46	125
Control	7	2	0	0	86	147
Control	7	2	0	0	68	141
Control	7	2	0	0	59	182
Paclitaxel	7	1	1	1	4	26
Paclitaxel	7	1	1	1	6	37
Paclitaxel	7	1	1	1	6	45
Paclitaxel	7	1	1	1	7	35
Paclitaxel	7	1	1	1	10	41
Paclitaxel	7	1	1	1	17	41
Paclitaxel	7	1	1	1	9	36
Paclitaxel	7	1	1	1	9	45
Paclitaxel	7	1	1	1	14	46
Paclitaxel	7	1	1	10	25	19
Paclitaxel	7	1	1	10	21	21
Paclitaxel	7	1	1	10	14	25
Paclitaxel	7	1	1	10	9	22
Paclitaxel	7	1	1	10	8	19
Paclitaxel	7	1	1	10	9	18
Paclitaxel	7	1	1	10	8	10
Paclitaxel	7	1	1	10	9	15
Paclitaxel	7	1	1	10	6	5
Paclitaxel	7	1	1	20	42	20
Paclitaxel	7	1	1	20	38	17
Paclitaxel	7	1	1	20	29	15
Paclitaxel	7	1	1	20	31	9
Paclitaxel	7	1	1	20	8	24
Paclitaxel	7	1	1	20	13	19
Paclitaxel	7	1	1	20	17	12
Paclitaxel	7	1	1	20	11	3
Paclitaxel	7	1	1	50	11	3
Paclitaxel	7	1	1	50	20	5
Paclitaxel	7	1	1	50	24	2
Paclitaxel	7	1	1	50	11	3
Paclitaxel	7	1	1	50	7	1
Paclitaxel	7	1	1	50	7	2
Paclitaxel	7	1	1	50	8	1
Paclitaxel	7	1	2	1	24	21
Paclitaxel	7	1	2	1	21	23
Paclitaxel	7	1	2	1	20	25
Paclitaxel	7	1	2	1	21	22
Paclitaxel	7	1	2	1	15	20
Paclitaxel	7	1	2	1	26	24
Paclitaxel	7	1	2	1	12	17
Paclitaxel	7	1	2	1	18	20
Paclitaxel	7	1	2	10	18	15
Paclitaxel	7	1	2	10	16	19
Paclitaxel	7	1	2	10	21	20
Paclitaxel	7	1	2	10	13	14
Paclitaxel	7	1	2	10	13	21
Paclitaxel	7	1	2	10	13	18
Paclitaxel	7	1	2	10	11	24
Paclitaxel	7	1	2	10	11	19
Paclitaxel	7	1	2	10	4	18
Paclitaxel	7	1	2	20	3	1
Paclitaxel	7	1	2	20	4	3
Paclitaxel	7	1	2	20	17	3
Paclitaxel	7	1	2	20	5	6
Paclitaxel	7	1	2	20	4	1
Paclitaxel	7	1	2	20	6	2
Paclitaxel	7	1	2	20	6	2
Paclitaxel	7	1	2	20	2	2
Paclitaxel	7	1	2	50	16	1
Paclitaxel	7	1	2	50	22	1
Paclitaxel	7	1	2	50	12	1
Paclitaxel	7	1	2	50	11	1
Paclitaxel	7	1	2	50	12	1
Paclitaxel	7	1	2	50	15	1
Paclitaxel	7	1	2	50	10	1
Paclitaxel	7	1	3	1	14	20
Paclitaxel	7	1	3	1	26	22
Paclitaxel	7	1	3	1	21	20
Paclitaxel	7	1	3	1	24	26
Paclitaxel	7	1	3	1	18	13
Paclitaxel	7	1	3	1	25	12
Paclitaxel	7	1	3	1	17	14
Paclitaxel	7	1	3	1	28	18
Paclitaxel	7	1	3	1	22	15
Paclitaxel	7	1	3	10	7	5
Paclitaxel	7	1	3	10	11	4
Paclitaxel	7	1	3	10	10	4
Paclitaxel	7	1	3	10	6	7
Paclitaxel	7	1	3	10	8	3
Paclitaxel	7	1	3	10	10	7
Paclitaxel	7	1	3	10	8	6
Paclitaxel	7	1	3	10	13	9
Paclitaxel	7	1	3	10	7	4
Paclitaxel	7	1	3	20	26	2
Paclitaxel	7	1	3	20	12	1
Paclitaxel	7	1	3	20	12	1
Paclitaxel	7	1	3	20	8	2
Paclitaxel	7	1	3	20	6	1
Paclitaxel	7	1	3	20	5	1
Paclitaxel	7	1	3	20	14	3
Paclitaxel	7	1	3	50	1	1
Paclitaxel	7	1	3	50	12	1
Paclitaxel	7	1	3	50	16	1
Paclitaxel	7	1	3	50	21	1
Paclitaxel	7	1	3	50	17	1
Paclitaxel	7	1	3	50	16	1
Paclitaxel	7	1	3	50	11	1
Paclitaxel	7	1	3	50	9	1
Paclitaxel	7	1	4	1	21	8
Paclitaxel	7	1	4	1	34	8
Paclitaxel	7	1	4	1	26	7
Paclitaxel	7	1	4	1	28	8
Paclitaxel	7	1	4	1	20	3
Paclitaxel	7	1	4	1	19	6
Paclitaxel	7	1	4	1	27	7
Paclitaxel	7	1	4	1	19	8
Paclitaxel	7	1	4	10	15	5
Paclitaxel	7	1	4	10	9	4
Paclitaxel	7	1	4	10	9	5
Paclitaxel	7	1	4	10	10	2
Paclitaxel	7	1	4	10	19	3
Paclitaxel	7	1	4	10	14	6
Paclitaxel	7	1	4	10	11	2
Paclitaxel	7	1	4	10	8	3
Paclitaxel	7	1	4	20	6	1
Paclitaxel	7	1	4	20	11	2
Paclitaxel	7	1	4	20	10	2
Paclitaxel	7	1	4	20	6	2
Paclitaxel	7	1	4	20	4	3
Paclitaxel	7	1	4	20	6	1
Paclitaxel	7	1	4	20	4	1
Paclitaxel	7	1	4	50	4	1
Paclitaxel	7	1	4	50	1	1
Paclitaxel	7	1	4	50	2	1
Paclitaxel	7	1	4	50	2	1
Paclitaxel	7	1	4	50	2	1
Paclitaxel	7	1	4	50	6	1
Paclitaxel	7	1	4	50	5	1
Paclitaxel	7	2	4	1	33	14
Paclitaxel	7	2	4	1	35	5
Paclitaxel	7	2	4	1	33	10
Paclitaxel	7	2	4	1	35	5
Paclitaxel	7	2	4	1	20	8
Paclitaxel	7	2	4	1	30	14
Paclitaxel	7	2	4	1	31	15
Paclitaxel	7	2	4	1	32	10
Paclitaxel	7	2	4	1	37	10
Paclitaxel	7	2	4	10	11	2
Paclitaxel	7	2	4	10	16	2
Paclitaxel	7	2	4	10	6	4
Paclitaxel	7	2	4	10	6	1
Paclitaxel	7	2	4	10	3	2
Paclitaxel	7	2	4	10	1	2
Paclitaxel	7	2	4	10	13	3
Paclitaxel	7	2	4	10	15	2
Paclitaxel	7	2	4	20	8	1
Paclitaxel	7	2	4	20	8	2
Paclitaxel	7	2	4	20	8	1
Paclitaxel	7	2	4	20	3	2
Paclitaxel	7	2	4	20	12	1
Paclitaxel	7	2	4	20	7	1
Paclitaxel	7	2	4	50	5	1
Paclitaxel	7	2	4	50	2	1
Paclitaxel	7	2	4	50	5	1
Paclitaxel	7	2	4	50	5	1
Paclitaxel	7	2	4	50	4	1
Paclitaxel	7	2	4	50	6	1
Paclitaxel	7	2	4	50	2	1
Control	8	1	0	0	31	166
Control	8	1	0	0	20	172
Control	8	1	0	0	28	150
Control	8	1	0	0	35	129
Control	8	1	0	0	26	114
Control	8	1	0	0	26	161
Control	8	1	0	0	36	172
Control	8	1	0	0	36	148
Control	8	1	0	0	50	121
Control	8	1	4	0	23	27
Control	8	1	4	0	34	33
Control	8	1	4	0	25	18
Control	8	1	4	0	30	20
Control	8	1	4	0	36	29
Control	8	1	4	0	33	23
Control	8	1	4	0	26	27
Control	8	1	4	0	26	20
Control	8	1	4	0	32	18
Paclitaxel	8	1	4	1	88	18
Paclitaxel	8	1	4	1	86	39
Paclitaxel	8	1	4	1	76	19
Paclitaxel	8	1	4	1	94	28
Paclitaxel	8	1	4	1	90	27
Paclitaxel	8	1	4	1	86	20
Paclitaxel	8	1	4	1	85	29
Paclitaxel	8	1	4	1	76	18
Paclitaxel	8	1	4	10	42	14
Paclitaxel	8	1	4	10	37	14
Paclitaxel	8	1	4	10	31	8
Paclitaxel	8	1	4	10	23	7
Paclitaxel	8	1	4	10	20	7
Paclitaxel	8	1	4	10	35	16
Paclitaxel	8	1	4	10	23	14
Paclitaxel	8	1	4	20	12	4
Paclitaxel	8	1	4	20	20	2
Paclitaxel	8	1	4	20	14	3
Paclitaxel	8	1	4	20	13	2
Paclitaxel	8	1	4	20	13	3
Paclitaxel	8	1	4	20	14	1
Paclitaxel	8	1	4	20	12	2
Paclitaxel	8	1	4	50	16	1
Paclitaxel	8	1	4	50	6	1
Paclitaxel	8	1	4	50	10	2
Paclitaxel	8	1	4	50	14	2
Paclitaxel	8	1	4	50	24	1
Paclitaxel	8	1	4	50	17	1
Paclitaxel	8	1	4	50	10	1
Paclitaxel	8	2	4	1	27	5
Paclitaxel	8	2	4	1	22	5
Paclitaxel	8	2	4	1	40	5
Paclitaxel	8	2	4	1	52	4
Paclitaxel	8	2	4	1	43	5
Paclitaxel	8	2	4	1	48	10
Paclitaxel	8	2	4	1	55	7
Paclitaxel	8	2	4	1	45	10
Paclitaxel	8	2	4	10	7	7
Paclitaxel	8	2	4	10	12	6
Paclitaxel	8	2	4	10	9	8
Paclitaxel	8	2	4	10	16	5
Paclitaxel	8	2	4	10	20	7
Paclitaxel	8	2	4	10	16	12
Paclitaxel	8	2	4	10	16	11
Paclitaxel	8	2	4	20	16	5
Paclitaxel	8	2	4	20	15	4
Paclitaxel	8	2	4	20	9	1
Paclitaxel	8	2	4	20	19	4
Paclitaxel	8	2	4	20	22	4
Paclitaxel	8	2	4	20	10	2
Paclitaxel	8	2	4	20	21	9
Paclitaxel	8	2	4	20	13	3
Paclitaxel	8	2	4	20	12	3
Paclitaxel	8	2	4	50	4	1
Paclitaxel	8	2	4	50	5	1
Paclitaxel	8	2	4	50	6	1
Paclitaxel	8	2	4	50	3	1
Paclitaxel	8	2	4	50	20	3
Paclitaxel	8	2	4	50	18	2
Paclitaxel	8	2	4	50	32	2
Paclitaxel	8	2	4	50	21	2
