Drug	Tumor	Replica	Day	Concentration	Number_dead	Number_live
PTX	31	1	4	10	65	81
PTX	31	1	4	10	42	113
PTX	31	1	4	10	53	115
PTX	31	1	4	10	64	107
PTX	31	1	4	10	47	93
PTX	31	1	4	20	41	47
PTX	31	1	4	20	42	141
PTX	31	1	4	20	94	140
PTX	31	1	4	20	59	112
PTX	31	1	4	20	71	71
PTX	31	1	4	20	45	79
PTX	31	1	4	20	39	74
PTX	31	1	4	20	58	88
PTX	31	1	4	20	75	78
PTX	31	1	4	50	60	33
PTX	31	1	4	50	62	19
PTX	31	1	4	50	58	42
PTX	31	1	4	50	71	40
PTX	31	1	4	50	68	9
PTX	31	1	4	50	27	45
PTX	31	1	4	50	55	49
PTX	31	1	4	50	65	47
PTX	31	1	4	50	54	67
PTX	31	2	4	50	79	47
PTX	31	2	4	50	100	97
PTX	31	2	4	50	134	39
PTX	31	2	4	50	70	23
PTX	31	2	4	50	55	47
PTX	31	2	4	50	67	72
PTX	31	2	4	50	88	95
PTX	31	2	4	50	89	53
PTX	31	2	4	50	83	50
Control	35	1	0	0	75	137
Control	35	1	0	0	26	171
Control	35	1	0	0	10	152
Control	35	1	0	0	14	130
Control	35	1	0	0	14	128
Control	35	1	0	0	11	128
Control	35	1	0	0	7	141
Control	35	1	0	0	12	133
Control	35	1	0	0	17	165
Control	35	1	1	0	305	1
Control	35	1	1	0	318	1
Control	35	1	1	0	16	238
Control	35	1	1	0	5	203
Control	35	1	1	0	1	108
Control	35	1	1	0	1	79
Control	35	1	1	0	8	136
Control	35	1	1	0	8	197
Control	35	1	1	0	4	200
Control	35	1	1	0	3	254
Control	35	1	1	0	8	275
Control	35	1	2	0	61	287
Control	35	1	2	0	40	319
Control	35	1	3	0	18	62
Control	35	1	3	0	12	53
Control	35	1	3	0	11	49
Control	35	1	3	0	10	38
Control	35	1	3	0	12	23
Control	35	1	3	0	12	27
Control	35	1	3	0	11	19
Control	35	1	3	0	3	17
Control	35	1	3	0	1	12
Control	35	1	4	0	117	140
Control	35	1	4	0	70	135
Control	35	1	4	0	52	132
Control	35	1	4	0	47	112
Control	35	1	4	0	40	127
Control	35	1	4	0	35	106
Control	35	1	4	0	40	103
Control	35	1	4	0	36	90
Control	35	1	4	0	31	74
Control	35	2	0	0	108	188
Control	35	2	0	0	78	170
Control	35	2	0	0	51	170
Control	35	2	0	0	30	172
Control	35	2	0	0	18	179
Control	35	2	0	0	25	205
Control	35	2	0	0	39	176
Control	35	2	0	0	36	180
Control	35	2	0	0	50	199
Control	35	2	1	0	17	203
Control	35	2	1	0	7	169
Control	35	2	1	0	1	41
Control	35	2	1	0	6	190
Control	35	2	1	0	2	140
Control	35	2	1	0	1	121
Control	35	2	1	0	1	48
Control	35	2	1	0	1	12
Control	35	2	1	0	1	1
Control	35	2	2	0	56	281
Control	35	2	2	0	40	273
Control	35	2	2	0	81	311
Control	35	2	2	0	49	281
Control	35	2	2	0	77	373
Control	35	2	2	0	20	272
Control	35	2	2	0	8	25
Control	35	2	2	0	18	305
Control	35	2	2	0	34	327
Control	35	2	4	0	17	34
Control	35	2	4	0	8	26
Control	35	2	4	0	5	39
Control	35	2	4	0	9	37
Control	35	2	4	0	9	34
Control	35	2	4	0	8	33
Control	35	2	4	0	17	47
Control	35	2	4	0	12	38
Control	35	2	4	0	13	37
PTX	35	1	1	1	7	100
PTX	35	1	1	1	15	111
PTX	35	1	1	1	13	161
PTX	35	1	1	1	17	148
PTX	35	1	1	1	40	195
PTX	35	1	1	1	39	197
PTX	35	1	1	1	34	212
PTX	35	1	1	1	16	97
PTX	35	1	1	1	64	165
PTX	35	1	1	10	101	183
PTX	35	1	1	10	71	155
PTX	35	1	1	10	54	158
PTX	35	1	1	10	20	82
PTX	35	1	1	10	14	25
PTX	35	1	1	10	4	9
PTX	35	1	1	10	1	1
PTX	35	1	1	10	1	5
PTX	35	1	1	20	54	1
PTX	35	1	1	20	142	1
PTX	35	1	1	20	40	1
PTX	35	1	1	20	3	1
PTX	35	1	1	20	1	1
PTX	35	1	1	20	45	1
PTX	35	1	1	20	86	2
PTX	35	1	1	50	2	1
PTX	35	1	1	50	20	23
PTX	35	1	1	50	29	32
PTX	35	1	1	50	23	47
PTX	35	1	1	50	25	27
PTX	35	1	1	50	25	37
PTX	35	1	1	50	20	23
PTX	35	1	1	50	79	72
PTX	35	1	1	50	95	106
PTX	35	1	2	1	3	5
PTX	35	1	2	1	9	53
PTX	35	1	2	1	23	101
PTX	35	1	2	1	29	89
PTX	35	1	2	1	13	66
PTX	35	1	2	1	38	73
PTX	35	1	2	1	13	54
PTX	35	1	2	1	1	1
PTX	35	1	2	10	54	32
PTX	35	1	2	10	234	163
PTX	35	1	2	10	242	175
PTX	35	1	2	10	252	167
PTX	35	1	2	10	286	215
PTX	35	1	2	10	260	197
PTX	35	1	2	10	149	118
PTX	35	1	2	10	291	226
PTX	35	1	2	10	250	202
PTX	35	1	2	20	1	1
PTX	35	1	2	20	7	1
PTX	35	1	2	20	4	1
PTX	35	1	2	20	7	1
PTX	35	1	2	20	4	1
PTX	35	1	2	20	3	1
PTX	35	1	2	20	1	1
PTX	35	1	2	50	1	1
PTX	35	1	2	50	21	8
PTX	35	1	2	50	59	17
PTX	35	1	2	50	69	20
PTX	35	1	2	50	74	24
PTX	35	1	2	50	84	18
PTX	35	1	2	50	75	17
PTX	35	1	2	50	49	7
PTX	35	1	2	50	4	1
PTX	35	1	3	1	81	91
PTX	35	1	3	1	32	74
PTX	35	1	3	1	30	80
PTX	35	1	3	1	24	79
PTX	35	1	3	1	19	91
PTX	35	1	3	1	20	86
PTX	35	1	3	1	17	83
PTX	35	1	3	1	22	106
PTX	35	1	3	1	19	99
PTX	35	1	3	10	170	102
PTX	35	1	3	10	168	93
PTX	35	1	3	10	240	120
PTX	35	1	3	10	278	158
PTX	35	1	3	10	378	232
PTX	35	1	3	10	335	189
PTX	35	1	3	10	306	127
PTX	35	1	3	10	291	108
PTX	35	1	3	10	228	64
PTX	35	1	3	20	17	1
PTX	35	1	3	20	8	1
PTX	35	1	3	20	4	1
PTX	35	1	3	20	2	1
PTX	35	1	3	20	1	1
PTX	35	1	3	20	3	1
PTX	35	1	3	20	5	1
PTX	35	1	3	20	3	1
PTX	35	1	3	50	192	108
PTX	35	1	3	50	178	95
PTX	35	1	3	50	139	109
PTX	35	1	3	50	177	106
PTX	35	1	3	50	160	87
PTX	35	1	3	50	172	84
PTX	35	1	3	50	190	97
PTX	35	1	3	50	263	168
PTX	35	1	3	50	186	116
PTX	35	1	4	1	123	40
PTX	35	1	4	1	60	27
PTX	35	1	4	1	56	34
PTX	35	1	4	1	21	18
PTX	35	1	4	1	38	19
PTX	35	1	4	1	26	14
PTX	35	1	4	1	35	16
PTX	35	1	4	1	20	17
PTX	35	1	4	1	29	20
PTX	35	1	4	10	30	3
PTX	35	1	4	10	28	8
PTX	35	1	4	10	22	6
PTX	35	1	4	10	14	3
PTX	35	1	4	10	86	9
PTX	35	1	4	10	74	17
PTX	35	1	4	10	94	22
PTX	35	1	4	10	85	18
PTX	35	1	4	10	132	16
PTX	35	1	4	20	25	1
PTX	35	1	4	20	111	1
PTX	35	1	4	20	234	1
PTX	35	1	4	20	122	1
PTX	35	1	4	20	39	1
PTX	35	1	4	20	8	1
PTX	35	1	4	20	6	1
PTX	35	1	4	20	7	1
PTX	35	1	4	50	55	4
PTX	35	1	4	50	12	3
PTX	35	1	4	50	3	2
PTX	35	1	4	50	23	1
PTX	35	1	4	50	21	6
PTX	35	1	4	50	17	1
PTX	35	1	4	50	15	1
PTX	35	1	4	50	9	2
PTX	35	2	1	1	2	2
PTX	35	2	1	1	1	2
PTX	35	2	1	1	1	3
PTX	35	2	1	1	2	6
PTX	35	2	1	1	6	25
PTX	35	2	1	1	12	35
PTX	35	2	1	1	24	55
PTX	35	2	1	1	57	124
PTX	35	2	1	20	260	4
PTX	35	2	1	20	185	1
PTX	35	2	1	20	105	1
PTX	35	2	1	20	85	1
PTX	35	2	1	20	61	1
PTX	35	2	1	20	57	1
PTX	35	2	1	20	56	1
PTX	35	2	1	20	97	2
PTX	35	2	1	50	20	90
PTX	35	2	1	50	8	82
PTX	35	2	1	50	2	45
PTX	35	2	1	50	3	47
PTX	35	2	1	50	1	28
PTX	35	2	1	50	5	15
PTX	35	2	1	50	1	16
PTX	35	2	2	10	42	11
PTX	35	2	2	10	110	37
PTX	35	2	2	10	142	46
PTX	35	2	2	10	143	79
PTX	35	2	2	10	124	82
PTX	35	2	2	10	135	89
PTX	35	2	2	10	109	60
PTX	35	2	2	10	33	7
PTX	35	2	2	50	4	1
PTX	35	2	2	50	58	5
PTX	35	2	2	50	63	4
PTX	35	2	2	50	71	9
PTX	35	2	2	50	47	6
PTX	35	2	2	50	33	5
PTX	35	2	2	50	8	1
PTX	35	2	2	50	38	4
PTX	35	2	3	1	26	115
PTX	35	2	3	1	11	89
PTX	35	2	3	1	7	34
PTX	35	2	3	1	10	33
PTX	35	2	3	1	7	23
PTX	35	2	3	1	6	25
PTX	35	2	3	1	5	21
PTX	35	2	3	1	3	14
PTX	35	2	3	1	3	17
PTX	35	2	3	10	139	27
PTX	35	2	3	10	51	52
PTX	35	2	3	10	18	23
PTX	35	2	3	10	8	11
PTX	35	2	3	10	13	14
PTX	35	2	3	10	7	17
PTX	35	2	3	10	15	19
PTX	35	2	3	10	4	26
PTX	35	2	3	10	4	37
PTX	35	2	4	1	88	36
PTX	35	2	4	1	61	38
PTX	35	2	4	1	51	35
PTX	35	2	4	1	46	53
PTX	35	2	4	1	38	44
PTX	35	2	4	1	33	38
PTX	35	2	4	1	48	31
PTX	35	2	4	1	98	57
PTX	35	2	4	1	43	53
PTX	35	2	4	10	77	12
PTX	35	2	4	10	65	12
PTX	35	2	4	10	72	15
PTX	35	2	4	10	86	13
PTX	35	2	4	10	45	9
PTX	35	2	4	10	64	8
PTX	35	2	4	10	46	9
PTX	35	2	4	10	62	7
PTX	35	2	4	10	56	3
