Drug	Tumor	Replica	Day	Concentration	Number_dead	Number_live
5FU	23	1	3	1	153	169
5FU	23	1	3	1	131	157
5FU	23	1	3	1	114	174
5FU	23	1	3	1	129	165
5FU	23	1	3	1	116	186
5FU	23	1	3	1	101	165
5FU	23	2	3	1	109	140
5FU	23	2	3	1	95	122
5FU	23	2	3	1	77	134
5FU	23	2	3	1	132	142
5FU	23	2	3	1	101	116
5FU	23	2	3	1	104	172
5FU	23	2	3	1	134	188
5FU	23	2	3	1	149	188
5FU	23	2	3	1	175	176
5FU	23	1	3	10	259	224
5FU	23	1	3	10	284	217
5FU	23	1	3	10	190	207
5FU	23	1	3	10	224	180
5FU	23	1	3	10	218	211
5FU	23	1	3	10	203	183
5FU	23	1	3	10	179	165
5FU	23	1	3	10	141	144
5FU	23	1	3	10	150	150
5FU	23	2	3	10	282	216
5FU	23	2	3	10	255	218
5FU	23	2	3	10	218	200
5FU	23	2	3	10	259	210
5FU	23	2	3	10	277	204
5FU	23	2	3	10	302	230
5FU	23	2	3	10	276	251
5FU	23	2	3	10	290	237
5FU	23	2	3	10	275	223
5FU	23	1	3	20	187	183
5FU	23	1	3	20	189	212
5FU	23	1	3	20	128	189
5FU	23	1	3	20	168	169
5FU	23	1	3	20	149	168
5FU	23	1	3	20	116	166
5FU	23	1	3	20	123	152
5FU	23	1	3	20	105	167
5FU	23	1	3	20	131	137
5FU	23	2	3	20	88	132
5FU	23	2	3	20	94	138
5FU	23	2	3	20	98	140
5FU	23	2	3	20	117	177
5FU	23	2	3	20	138	159
5FU	23	2	3	20	130	179
5FU	23	2	3	20	175	141
5FU	23	2	3	20	171	166
5FU	23	2	3	20	164	152
5FU	23	1	3	50	123	96
5FU	23	1	3	50	204	150
5FU	23	1	3	50	213	143
5FU	23	1	3	50	213	142
5FU	23	1	3	50	244	146
5FU	23	1	3	50	209	153
5FU	23	1	3	50	199	177
5FU	23	1	3	50	262	200
5FU	23	1	3	50	225	211
Control	23	1	4	0	260	184
Control	23	1	4	0	103	103
Control	23	1	4	0	77	114
Control	23	1	4	0	64	111
Control	23	1	4	0	139	146
Control	23	1	4	0	229	189
Control	23	1	4	0	83	123
Control	23	1	4	0	80	85
Control	23	1	4	0	97	99
Control	23	2	4	0	200	123
Control	23	2	4	0	128	144
Control	23	2	4	0	118	111
Control	23	2	4	0	172	143
Control	23	2	4	0	161	128
Control	23	2	4	0	154	134
Control	23	2	4	0	186	179
Control	23	2	4	0	345	228
Control	23	2	4	0	181	153
5FU	23	1	4	1	162	154
5FU	23	1	4	1	150	169
5FU	23	1	4	1	86	97
5FU	23	1	4	1	89	88
5FU	23	1	4	1	50	69
5FU	23	1	4	1	34	69
5FU	23	1	4	1	49	79
5FU	23	1	4	1	87	66
5FU	23	1	4	1	32	53
5FU	23	2	4	1	55	92
5FU	23	2	4	1	47	100
5FU	23	2	4	1	122	139
5FU	23	2	4	1	142	128
5FU	23	2	4	1	126	147
5FU	23	2	4	1	130	154
5FU	23	2	4	1	115	160
5FU	23	2	4	1	138	146
5FU	23	1	4	10	155	126
5FU	23	1	4	10	138	89
5FU	23	1	4	10	128	78
5FU	23	1	4	10	67	63
5FU	23	1	4	10	35	53
5FU	23	1	4	10	156	86
5FU	23	1	4	10	223	179
5FU	23	2	4	10	125	98
5FU	23	2	4	10	40	56
5FU	23	2	4	10	30	51
5FU	23	2	4	10	48	51
5FU	23	2	4	10	87	82
5FU	23	2	4	10	115	88
5FU	23	2	4	10	178	132
5FU	23	2	4	10	183	131
5FU	23	2	4	10	33	61
5FU	23	1	4	20	142	129
5FU	23	1	4	20	160	140
5FU	23	1	4	20	151	134
5FU	23	1	4	20	140	141
5FU	23	1	4	20	143	145
5FU	23	1	4	20	177	144
5FU	23	1	4	20	229	172
5FU	23	1	4	20	133	144
5FU	23	1	4	20	176	153
5FU	23	2	4	20	218	180
5FU	23	2	4	20	171	159
5FU	23	2	4	20	170	172
5FU	23	2	4	20	163	167
5FU	23	2	4	20	149	137
5FU	23	2	4	20	183	179
5FU	23	2	4	20	151	141
5FU	23	2	4	20	248	221
5FU	23	2	4	20	294	202
5FU	23	1	4	50	194	131
5FU	23	1	4	50	223	125
5FU	23	1	4	50	148	57
5FU	23	1	4	50	158	79
5FU	23	1	4	50	158	78
5FU	23	1	4	50	164	92
5FU	23	1	4	50	115	85
5FU	23	1	4	50	94	94
5FU	23	1	4	50	122	95
Control	16	1	0	0	69	283
Control	16	1	0	0	56	281
Control	16	1	0	0	72	305
Control	16	1	0	0	63	304
Control	16	1	0	0	61	318
Control	16	1	0	0	75	317
Control	16	1	0	0	84	363
Control	16	1	0	0	57	335
Control	16	1	1	0	20	153
Control	16	1	1	0	16	241
Control	16	1	1	0	18	220
Control	16	1	1	0	15	248
Control	16	1	1	0	31	186
Control	16	1	1	0	14	220
Control	16	1	1	0	31	254
Control	16	1	1	0	26	305
Control	16	1	1	0	21	276
Control	16	1	1	0	33	251
Control	16	2	1	0	101	248
Control	16	2	1	0	62	109
Control	16	2	1	0	82	247
Control	16	2	1	0	60	253
Control	16	2	1	0	83	263
Control	16	2	1	0	58	231
Control	16	2	1	0	76	239
Control	16	2	1	0	65	243
Control	16	2	1	0	56	222
Control	16	2	1	0	73	234
Control	16	1	2	0	14	48
Control	16	1	2	0	31	96
Control	16	1	2	0	53	149
Control	16	1	2	0	65	144
Control	16	1	2	0	99	150
Control	16	1	2	0	97	165
Control	16	1	2	0	120	191
Control	16	1	2	0	112	196
Control	16	1	2	0	158	201
Control	16	2	2	0	131	186
Control	16	2	2	0	88	157
Control	16	2	2	0	98	171
Control	16	2	2	0	79	162
Control	16	2	2	0	96	161
Control	16	2	2	0	65	123
Control	16	2	2	0	62	133
Control	16	2	2	0	65	131
Control	16	2	2	0	83	132
Control	16	2	2	0	96	135
Control	16	1	3	0	15	38
Control	16	1	3	0	4	45
Control	16	1	3	0	6	63
Control	16	2	3	0	1	13
Control	16	2	3	0	2	30
Control	16	2	3	0	3	36
Control	16	2	3	0	12	57
Control	16	2	3	0	51	74
Control	16	1	4	0	36	70
Control	16	1	4	0	7	65
Control	16	1	4	0	3	37
Control	16	1	4	0	13	17
Control	16	1	4	0	10	22
Control	16	1	4	0	20	34
Control	16	1	4	0	7	9
Control	16	1	4	0	32	39
Control	16	2	4	0	11	31
Control	16	2	4	0	18	65
Control	16	2	4	0	16	62
Control	16	2	4	0	21	57
Control	16	2	4	0	35	66
Control	16	2	4	0	60	61
Control	16	2	4	0	55	84
Control	16	2	4	0	104	70
Control	16	3	4	0	60	54
Control	16	3	4	0	57	62
Control	16	3	4	0	61	80
Control	16	3	4	0	30	71
Control	16	3	4	0	12	59
Control	16	3	4	0	10	60
Control	16	3	4	0	1	43
Control	16	3	4	0	2	34
5FU	16	1	3	1	22	89
5FU	16	1	3	1	45	97
5FU	16	1	3	1	23	81
5FU	16	1	3	1	27	88
5FU	16	1	3	1	16	89
5FU	16	1	3	1	21	62
5FU	16	1	3	1	39	75
5FU	16	1	3	1	33	109
5FU	16	2	4	1	52	73
5FU	16	2	4	1	28	94
5FU	16	2	4	1	15	106
5FU	16	2	4	1	9	86
5FU	16	2	4	1	8	66
5FU	16	2	4	1	13	88
5FU	16	2	4	1	9	65
5FU	16	2	4	1	25	105
5FU	16	2	4	1	38	69
5FU	16	3	4	1	19	77
5FU	16	3	4	1	18	112
5FU	16	3	4	1	19	95
5FU	16	3	4	1	21	95
5FU	16	3	4	1	25	107
5FU	16	3	4	1	26	86
5FU	16	3	4	1	29	77
5FU	16	3	4	1	51	102
5FU	16	3	4	1	23	105
5FU	16	1	4	10	53	78
5FU	16	1	4	10	43	54
5FU	16	1	4	10	18	47
5FU	16	1	4	10	21	52
5FU	16	1	4	10	13	33
5FU	16	1	4	10	14	40
5FU	16	1	4	10	23	53
5FU	16	1	4	10	28	48
5FU	16	1	4	10	31	61
5FU	16	2	4	10	29	45
5FU	16	2	4	10	16	91
5FU	16	2	4	10	32	92
5FU	16	2	4	10	28	72
5FU	16	2	4	10	16	83
5FU	16	2	4	10	34	111
5FU	16	2	4	10	46	94
5FU	16	2	4	10	21	102
5FU	16	2	4	10	37	66
5FU	16	1	4	20	24	64
5FU	16	1	4	20	13	99
5FU	16	1	4	20	17	167
5FU	16	1	4	20	17	106
5FU	16	1	4	20	5	86
5FU	16	1	4	20	6	50
5FU	16	1	4	20	7	56
5FU	16	2	4	20	91	112
5FU	16	2	4	20	33	73
5FU	16	2	4	20	17	70
5FU	16	2	4	20	35	85
5FU	16	2	4	20	62	82
5FU	16	2	4	20	38	82
5FU	16	2	4	20	48	78
5FU	16	2	4	20	45	80
5FU	16	2	4	20	26	76
5FU	16	2	4	20	37	93
5FU	16	1	4	50	18	68
5FU	16	1	4	50	35	73
5FU	16	1	4	50	45	79
5FU	16	1	4	50	19	80
5FU	16	1	4	50	24	81
5FU	16	1	4	50	49	57
5FU	16	1	4	50	62	94
5FU	16	1	4	50	24	59
5FU	16	1	4	50	79	85
5FU	16	2	4	50	53	95
5FU	16	2	4	50	31	104
5FU	16	2	4	50	32	86
5FU	16	2	4	50	22	70
5FU	16	2	4	50	19	63
5FU	16	2	4	50	25	84
5FU	16	2	4	50	34	98
5FU	16	2	4	50	69	102
5FU	16	3	4	50	62	116
5FU	16	3	4	50	28	70
5FU	16	3	4	50	23	84
5FU	16	3	4	50	33	79
5FU	16	3	4	50	48	86
5FU	16	3	4	50	39	71
5FU	16	3	4	50	29	65
5FU	16	3	4	50	46	97
5FU	16	3	4	50	110	102
Control	12	1	0	0	29	80
Control	12	1	0	0	26	96
Control	12	1	0	0	22	101
Control	12	1	0	0	14	98
Control	12	1	0	0	14	102
Control	12	1	0	0	15	109
Control	12	1	0	0	11	103
Control	12	2	0	0	40	184
Control	12	2	0	0	38	191
Control	12	2	0	0	33	174
Control	12	2	0	0	23	170
Control	12	2	0	0	45	170
Control	12	2	0	0	48	172
Control	12	1	3	0	67	72
Control	12	1	3	0	47	61
Control	12	1	3	0	56	76
Control	12	1	3	0	39	69
Control	12	1	3	0	15	59
Control	12	1	3	0	17	58
Control	12	1	3	0	21	55
Control	12	1	4	0	41	76
Control	12	1	4	0	30	65
Control	12	1	4	0	14	75
Control	12	1	4	0	14	77
Control	12	1	4	0	11	81
Control	12	1	4	0	17	64
Control	12	1	4	0	10	75
Control	12	1	4	0	6	55
Control	12	2	4	0	20	91
Control	12	2	4	0	10	71
Control	12	2	4	0	17	82
Control	12	2	4	0	16	65
Control	12	2	4	0	16	85
Control	12	2	4	0	15	57
Control	12	2	4	0	13	67
Control	12	2	4	0	49	7
5FU	12	1	3	10	34	68
5FU	12	1	3	10	31	82
5FU	12	1	3	10	26	78
5FU	12	1	3	10	34	98
5FU	12	1	3	10	27	60
5FU	12	1	3	10	21	71
5FU	12	2	3	10	20	43
5FU	12	2	3	10	10	46
5FU	12	2	3	10	6	65
5FU	12	2	3	10	2	60
5FU	12	2	3	10	13	46
5FU	12	2	3	10	9	35
5FU	12	2	3	10	12	60
5FU	12	2	3	10	18	41
5FU	12	1	4	10	55	79
5FU	12	1	4	10	49	82
5FU	12	1	4	10	52	87
5FU	12	1	4	10	66	92
5FU	12	1	4	10	36	69
5FU	12	1	4	10	29	85
5FU	12	1	4	10	17	75
5FU	12	1	4	10	7	70
5FU	12	2	4	10	45	86
5FU	12	2	4	10	45	89
5FU	12	2	4	10	62	86
5FU	12	2	4	10	57	77
5FU	12	2	4	10	36	62
5FU	12	2	4	10	34	65
5FU	12	2	4	10	36	76
5FU	12	2	4	10	36	67
5FU	12	3	3	10	65	69
5FU	12	3	3	10	36	47
5FU	12	3	3	10	43	40
5FU	12	3	3	10	34	31
5FU	12	3	3	10	43	48
5FU	12	3	3	10	34	44
5FU	12	3	3	10	37	36
5FU	12	3	3	10	61	59
5FU	12	4	3	10	47	55
5FU	12	4	3	10	74	53
5FU	12	4	3	10	71	60
5FU	12	4	3	10	58	60
5FU	12	4	3	10	55	51
5FU	12	4	3	10	53	56
5FU	12	4	4	10	271	108
5FU	12	4	4	10	320	139
5FU	12	4	4	10	345	131
5FU	12	4	4	10	259	88
5FU	12	4	4	10	271	110
5FU	12	4	4	10	260	91
5FU	12	4	4	10	240	77
5FU	12	4	4	10	310	92
5FU	12	4	4	10	264	39
5FU	12	4	4	10	105	13
5FU	12	4	4	10	294	80
5FU	12	4	4	10	283	81
5FU	12	4	4	10	322	108
5FU	12	4	4	10	280	78
5FU	12	4	4	10	275	66
5FU	12	4	4	10	306	58
5FU	12	4	4	10	299	79
5FU	12	4	4	10	350	85
Control	11	1	0	0	17	128
Control	11	1	0	0	18	121
Control	11	1	0	0	13	115
Control	11	1	0	0	11	97
Control	11	1	0	0	21	108
Control	11	1	0	0	16	106
Control	11	1	0	0	24	98
Control	11	1	0	0	12	98
Control	11	1	3	0	21	42
Control	11	1	3	0	27	48
Control	11	1	3	0	19	47
Control	11	1	3	0	30	46
Control	11	1	3	0	21	51
Control	11	1	3	0	23	52
Control	11	1	3	0	23	55
Control	11	1	3	0	18	50
Control	11	2	3	0	22	51
Control	11	2	3	0	19	49
Control	11	2	3	0	17	45
Control	11	2	3	0	3	38
Control	11	2	3	0	7	35
Control	11	2	3	0	4	33
Control	11	2	3	0	3	33
Control	11	2	3	0	3	35
Control	11	1	4	0	63	64
Control	11	1	4	0	34	57
Control	11	1	4	0	4	38
Control	11	1	4	0	13	43
Control	11	1	4	0	25	34
Control	11	1	4	0	36	42
Control	11	1	4	0	52	64
Control	11	2	4	0	55	92
Control	11	2	4	0	30	60
Control	11	2	4	0	29	60
Control	11	2	4	0	27	59
Control	11	2	4	0	30	49
Control	11	2	4	0	24	52
Control	11	2	4	0	30	55
Control	11	2	4	0	27	78
5FU	11	1	3	10	37	63
5FU	11	1	3	10	40	62
5FU	11	1	3	10	36	70
5FU	11	1	3	10	39	59
5FU	11	1	3	10	41	69
5FU	11	1	3	10	35	73
5FU	11	1	3	10	38	50
5FU	11	1	3	10	32	47
5FU	11	2	3	10	17	50
5FU	11	2	3	10	10	47
5FU	11	2	3	10	11	35
5FU	11	2	3	10	11	42
5FU	11	2	3	10	10	35
5FU	11	2	3	10	20	38
5FU	11	2	3	10	14	50
5FU	11	2	3	10	12	50
5FU	11	1	4	10	22	51
5FU	11	1	4	10	25	52
5FU	11	1	4	10	9	75
5FU	11	1	4	10	16	65
5FU	11	1	4	10	11	44
5FU	11	1	4	10	12	47
5FU	11	1	4	10	13	51
5FU	11	2	4	10	17	50
5FU	11	2	4	10	10	47
5FU	11	2	4	10	11	35
5FU	11	2	4	10	11	42
5FU	11	2	4	10	10	35
5FU	11	2	4	10	20	38
5FU	11	2	4	10	14	50
5FU	11	2	4	10	12	50
5FU	11	3	3	10	102	57
5FU	11	3	3	10	84	52
5FU	11	3	3	10	74	61
5FU	11	3	3	10	82	55
5FU	11	3	3	10	74	50
5FU	11	3	3	10	70	48
5FU	11	3	3	10	65	42
5FU	11	3	3	10	98	58
5FU	11	4	3	10	70	57
5FU	11	4	3	10	68	63
5FU	11	4	3	10	82	72
5FU	11	4	3	10	61	59
5FU	11	4	3	10	81	68
5FU	11	4	3	10	62	50
5FU	11	4	3	10	72	63
5FU	11	4	3	10	86	66
5FU	11	3	4	10	169	86
5FU	11	3	4	10	188	75
5FU	11	3	4	10	195	84
5FU	11	3	4	10	178	72
5FU	11	3	4	10	186	72
5FU	11	3	4	10	181	81
5FU	11	3	4	10	167	81
5FU	11	3	4	10	139	67
5FU	11	4	4	10	208	94
5FU	11	4	4	10	231	84
5FU	11	4	4	10	230	74
5FU	11	4	4	10	230	77
5FU	11	4	4	10	233	82
5FU	11	4	4	10	218	75
5FU	11	4	4	10	193	86
5FU	11	4	4	10	198	76
Control	10	1	0	0	61	539
Control	10	1	0	0	67	549
Control	10	1	0	0	88	565
Control	10	1	0	0	78	584
Control	10	1	0	0	84	564
Control	10	1	0	0	76	560
Control	10	1	3	0	93	133
Control	10	1	3	0	102	224
Control	10	1	3	0	96	243
Control	10	1	3	0	89	213
Control	10	1	3	0	74	225
Control	10	1	3	0	67	250
Control	10	1	3	0	68	223
Control	10	2	3	0	103	222
Control	10	2	3	0	151	200
Control	10	2	3	0	136	218
Control	10	2	3	0	170	240
Control	10	2	3	0	142	242
Control	10	2	3	0	133	240
Control	10	2	3	0	169	287
Control	10	2	3	0	141	276
Control	10	1	4	0	53	109
Control	10	1	4	0	33	84
Control	10	1	4	0	70	145
Control	10	1	4	0	24	83
Control	10	1	4	0	3	16
Control	10	1	4	0	8	68
Control	10	1	4	0	28	129
Control	10	2	4	0	65	103
Control	10	2	4	0	36	105
Control	10	2	4	0	16	59
Control	10	2	4	0	28	116
Control	10	2	4	0	3	36
Control	10	2	4	0	7	41
Control	10	2	4	0	12	80
Control	10	2	4	0	12	97
5FU	10	1	3	10	59	309
5FU	10	1	3	10	53	315
5FU	10	1	3	10	61	265
5FU	10	1	3	10	34	279
5FU	10	1	3	10	47	244
5FU	10	1	3	10	49	248
5FU	10	2	3	10	158	234
5FU	10	2	3	10	117	242
5FU	10	2	3	10	92	281
5FU	10	2	3	10	115	222
5FU	10	2	3	10	70	261
5FU	10	2	3	10	68	281
5FU	10	2	3	10	72	244
5FU	10	2	3	10	79	295
5FU	10	3	3	10	500	253
5FU	10	3	3	10	448	250
5FU	10	3	3	10	420	256
5FU	10	3	3	10	433	268
5FU	10	3	3	10	369	225
5FU	10	3	3	10	416	216
5FU	10	3	3	10	390	224
5FU	10	4	3	10	551	230
5FU	10	4	3	10	459	236
5FU	10	4	3	10	444	223
5FU	10	4	3	10	420	231
5FU	10	4	3	10	345	229
5FU	10	4	3	10	414	244
5FU	10	4	3	10	423	222
Control	9	1	0	0	107	533
Control	9	1	0	0	96	521
Control	9	1	0	0	108	511
Control	9	1	0	0	104	517
Control	9	1	0	0	119	513
Control	9	1	0	0	108	539
Control	9	1	0	0	85	511
Control	9	1	3	0	110	157
Control	9	1	3	0	87	196
Control	9	1	3	0	89	203
Control	9	1	3	0	41	159
Control	9	1	3	0	45	199
Control	9	1	3	0	44	195
Control	9	1	3	0	49	162
Control	9	1	3	0	77	222
Control	9	1	4	0	53	159
Control	9	1	4	0	55	124
Control	9	1	4	0	52	157
Control	9	1	4	0	41	97
Control	9	1	4	0	22	86
Control	9	1	4	0	38	145
Control	9	1	4	0	18	109
Control	9	1	4	0	9	41
Control	9	2	4	0	93	97
Control	9	2	4	0	62	106
Control	9	2	4	0	84	108
Control	9	2	4	0	31	135
Control	9	2	4	0	65	145
Control	9	2	4	0	42	128
Control	9	2	4	0	37	129
Control	9	2	4	0	31	135
5FU	9	1	3	10	26	194
5FU	9	1	3	10	56	213
5FU	9	1	3	10	29	197
5FU	9	1	3	10	15	246
5FU	9	1	3	10	41	263
5FU	9	1	3	10	20	252
5FU	9	1	3	10	17	229
5FU	9	2	3	10	84	129
5FU	9	2	3	10	53	179
5FU	9	2	3	10	50	150
5FU	9	2	3	10	38	146
5FU	9	2	3	10	36	178
5FU	9	2	3	10	48	196
5FU	9	2	3	10	64	159
5FU	9	2	3	10	49	166
5FU	9	3	3	10	271	228
5FU	9	3	3	10	188	225
5FU	9	3	3	10	131	198
5FU	9	3	3	10	94	225
5FU	9	3	3	10	112	239
5FU	9	3	3	10	93	209
5FU	9	3	3	10	81	222
5FU	9	4	3	10	351	244
5FU	9	4	3	10	289	209
5FU	9	4	3	10	282	207
5FU	9	4	3	10	255	221
5FU	9	4	3	10	142	232
5FU	9	4	3	10	277	204
5FU	9	4	3	10	240	211
5FU	9	1	4	10	52	133
5FU	9	1	4	10	68	149
5FU	9	1	4	10	24	138
5FU	9	1	4	10	15	134
5FU	9	1	4	10	17	144
5FU	9	1	4	10	31	168
5FU	9	1	4	10	75	99
5FU	9	2	4	10	234	159
5FU	9	2	4	10	256	158
5FU	9	2	4	10	303	165
5FU	9	2	4	10	175	151
5FU	9	2	4	10	102	165
5FU	9	2	4	10	176	163
5FU	9	2	4	10	179	179
5FU	9	3	4	10	276	134
5FU	9	3	4	10	334	126
5FU	9	3	4	10	260	128
5FU	9	3	4	10	319	128
5FU	9	3	4	10	308	121
5FU	9	3	4	10	339	135
5FU	9	3	4	10	268	123
5FU	9	3	4	10	260	137
5FU	9	4	4	10	372	129
5FU	9	4	4	10	321	130
5FU	9	4	4	10	362	132
5FU	9	4	4	10	313	130
5FU	9	4	4	10	364	132
5FU	9	4	4	10	383	133
5FU	9	4	4	10	357	124
