Drug	Tumor	Replica	Day	Concentration	Number_dead	Number_live
Control	32	1	3	0	22	36
Control	32	1	3	0	28	47
Control	32	1	3	0	17	29
Control	32	1	3	0	47	42
Control	32	2	0	0	40	104
Control	32	2	0	0	36	96
Control	32	2	0	0	19	92
Control	32	2	0	0	35	95
Control	32	2	0	0	17	74
Control	32	2	0	0	12	93
Control	32	2	0	0	22	92
Control	32	2	0	0	23	97
Control	32	2	0	0	21	82
Control	32	2	1	0	124	321
Control	32	2	1	0	98	288
Control	32	2	1	0	90	262
Control	32	2	1	0	70	269
Control	32	2	1	0	95	296
Control	32	2	1	0	60	261
Control	32	2	1	0	118	288
Control	32	2	1	0	138	293
Control	32	2	1	0	85	256
Control	32	2	2	0	303	1
Control	32	2	2	0	84	129
Control	32	2	2	0	59	117
Control	32	2	2	0	76	79
Control	32	2	2	0	68	107
Control	32	2	2	0	76	116
Control	32	2	2	0	77	107
Control	32	2	2	0	82	106
Control	32	2	2	0	81	140
Control	32	2	2	0	131	144
Control	32	2	3	0	68	62
Control	32	2	3	0	55	51
Control	32	2	3	0	23	35
Control	32	2	3	0	79	73
Control	32	2	3	0	73	83
Control	32	2	3	0	37	82
Control	32	2	3	0	57	82
Control	32	2	3	0	46	63
Control	32	2	3	0	92	97
Carboplatin	38	1	4	1	242	153
Carboplatin	38	1	4	1	211	169
Carboplatin	38	1	4	1	76	148
Carboplatin	38	1	4	1	43	102
Carboplatin	38	1	4	1	2	11
Carboplatin	38	1	4	1	4	37
Carboplatin	38	1	4	1	50	120
Carboplatin	38	1	4	1	201	168
Carboplatin	38	1	4	1	335	234
Carboplatin	38	1	4	10	134	127
Carboplatin	38	1	4	10	104	123
Carboplatin	38	1	4	10	95	99
Carboplatin	38	1	4	10	141	109
Carboplatin	38	1	4	10	110	134
Carboplatin	38	1	4	10	109	147
Carboplatin	38	1	4	10	334	175
Carboplatin	38	1	4	10	317	208
Carboplatin	38	1	4	10	221	131
Carboplatin	38	1	4	20	52	30
Carboplatin	38	1	4	20	58	37
Carboplatin	38	1	4	20	15	26
Carboplatin	38	1	4	20	73	25
Carboplatin	38	1	4	20	31	30
Carboplatin	38	1	4	20	50	35
Carboplatin	38	1	4	20	25	29
Carboplatin	38	1	4	20	27	23
Carboplatin	38	1	4	20	158	111
Carboplatin	38	1	4	50	306	95
Carboplatin	38	1	4	50	157	77
Carboplatin	38	1	4	50	122	65
Carboplatin	38	1	4	50	19	12
Carboplatin	38	1	4	50	2	2
Carboplatin	38	1	4	50	1	3
Carboplatin	38	1	4	50	4	5
Carboplatin	38	1	4	50	24	26
Carboplatin	38	2	4	10	218	102
Carboplatin	38	2	4	10	249	125
Carboplatin	38	2	4	10	201	95
Carboplatin	38	2	4	10	143	78
Carboplatin	38	2	4	10	86	63
Carboplatin	38	2	4	10	50	58
Carboplatin	38	2	4	10	33	28
Carboplatin	38	2	4	10	40	48
Carboplatin	38	2	4	10	80	59
Carboplatin	38	2	4	50	117	50
Carboplatin	38	2	4	50	118	54
Carboplatin	38	2	4	50	77	35
Carboplatin	38	2	4	50	38	20
Carboplatin	38	2	4	50	25	18
Carboplatin	38	2	4	50	3	3
Carboplatin	38	2	4	50	1	2
Carboplatin	38	2	4	50	16	8
Carboplatin	38	2	4	50	31	20
Control	38	1	0	0	89	213
Control	38	1	0	0	64	231
Control	38	1	0	0	66	210
Control	38	1	0	0	68	189
Control	38	1	0	0	41	197
Control	38	1	0	0	32	182
Control	38	1	0	0	29	165
Control	38	1	0	0	47	185
Control	38	1	0	0	33	186
Control	38	1	4	0	7	90
Control	38	1	4	0	5	68
Control	38	1	4	0	12	59
Control	38	1	4	0	32	112
Control	38	1	4	0	75	139
Control	38	1	4	0	160	139
Control	38	1	4	0	204	193
Control	38	1	4	0	230	192
Control	38	1	4	0	125	127
Control	38	2	4	0	12	86
Control	38	2	4	0	16	93
Control	38	2	4	0	17	78
Control	38	2	4	0	60	129
Control	38	2	4	0	70	150
Control	38	2	4	0	120	150
Control	38	2	4	0	264	265
Control	38	2	4	0	65	166
Control	38	2	4	0	28	98
Carboplatin	37	1	4	1	164	163
Carboplatin	37	1	4	1	138	144
Carboplatin	37	1	4	1	162	171
Carboplatin	37	1	4	1	138	163
Carboplatin	37	1	4	1	113	126
Carboplatin	37	1	4	1	68	80
Carboplatin	37	1	4	1	64	91
Carboplatin	37	1	4	1	51	78
Carboplatin	37	1	4	1	93	103
Carboplatin	37	1	4	10	120	207
Carboplatin	37	1	4	10	131	206
Carboplatin	37	1	4	10	324	143
Carboplatin	37	1	4	10	245	138
Carboplatin	37	1	4	10	207	136
Carboplatin	37	1	4	10	174	146
Carboplatin	37	1	4	10	83	110
Carboplatin	37	1	4	10	68	86
Carboplatin	37	1	4	10	45	89
Carboplatin	37	1	4	20	5	7
Carboplatin	37	1	4	20	3	4
Carboplatin	37	1	4	20	2	3
Carboplatin	37	1	4	20	1	1
Carboplatin	37	1	4	20	2	1
Carboplatin	37	1	4	20	6	10
Carboplatin	37	1	4	50	112	177
Carboplatin	37	1	4	50	131	159
Carboplatin	37	1	4	50	58	72
Carboplatin	37	1	4	50	119	158
Carboplatin	37	1	4	50	299	163
Carboplatin	37	1	4	50	320	185
Carboplatin	37	1	4	50	218	145
Carboplatin	37	1	4	50	237	106
Carboplatin	37	2	4	1	108	108
Carboplatin	37	2	4	1	18	31
Carboplatin	37	2	4	1	39	52
Carboplatin	37	2	4	1	27	46
Carboplatin	37	2	4	1	45	74
Carboplatin	37	2	4	1	73	95
Carboplatin	37	2	4	1	169	125
Carboplatin	37	2	4	1	134	172
Carboplatin	37	2	4	1	254	162
Carboplatin	37	2	4	10	255	121
Carboplatin	37	2	4	10	322	152
Carboplatin	37	2	4	10	321	176
Carboplatin	37	2	4	10	298	135
Carboplatin	37	2	4	10	188	106
Carboplatin	37	2	4	10	133	96
Carboplatin	37	2	4	10	33	60
Carboplatin	37	2	4	10	32	55
Carboplatin	37	2	4	50	93	155
Carboplatin	37	2	4	50	138	141
Carboplatin	37	2	4	50	139	114
Carboplatin	37	2	4	50	166	163
Carboplatin	37	2	4	50	165	147
Carboplatin	37	2	4	50	199	148
Carboplatin	37	2	4	50	125	125
Carboplatin	37	2	4	50	162	172
Carboplatin	37	2	4	50	124	132
Control	37	1	0	0	122	222
Control	37	1	0	0	45	224
Control	37	1	0	0	31	215
Control	37	1	0	0	27	232
Control	37	1	0	0	37	219
Control	37	1	0	0	23	218
Control	37	1	0	0	31	229
Control	37	1	0	0	25	215
Control	37	1	4	0	5	38
Control	37	1	4	0	3	41
Control	37	1	4	0	22	58
Control	37	1	4	0	9	60
Control	37	1	4	0	34	80
Control	37	1	4	0	57	98
Control	37	1	4	0	99	111
Control	37	1	4	0	94	145
Control	37	1	4	0	103	139
Control	37	2	4	0	44	84
Control	37	2	4	0	47	94
Control	37	2	4	0	76	99
Control	37	2	4	0	94	122
Control	37	2	4	0	134	179
Control	37	2	4	0	100	226
Control	37	2	4	0	111	243
Control	37	2	4	0	113	202
Control	37	2	4	0	37	110
